prscrbr_type,drug_name,tot_clms,tot_benes,tot_drug_cst,data_source,source_url,extract_year,source_mode,schema_version,retrieved_at_utc
Pulmonology,Nexoral,220,174,182303.71,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,146,112,64742.78,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Roventra,47,39,30484.43,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Roventra,13,11,4888.53,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Nexoral,192,115,50796.92,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Roventra,295,155,149232.33,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,170,81,180566.71,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Nexoral,282,127,208543.51,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Vexpro,170,12,172896.5,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Nexoral,151,59,84302.09,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Vexpro,37,11,37897.54,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,27,17,15297.44,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,219,176,153595.19,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Vexpro,99,30,114643.29,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,46,28,6841.5,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Nexoral,244,238,183377.51,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Vexpro,185,179,19840.07,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,222,203,117518.61,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Nexoral,149,120,84638.55,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Vexpro,16,12,10670.78,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Nexoral,126,124,11187.57,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Roventra,170,85,166002.87,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Roventra,99,41,97863.3,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Vexpro,32,11,20267.48,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,81,81,15764.84,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Roventra,31,21,33475.24,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,101,57,103448.26,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Roventra,122,54,113640.25,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,236,138,254045.01,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Roventra,108,60,118533.78,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,37,30,18462.82,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Roventra,142,85,33249.55,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,268,162,49348.85,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,231,143,212848.59,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Roventra,277,272,127892.03,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,266,157,172474.84,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,266,246,189260.08,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,12,11,6273.73,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Nexoral,43,39,28152.79,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,78,69,38366.72,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Nexoral,208,134,166001.7,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Vexpro,241,28,69308.67,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Vexpro,299,194,60308.52,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,273,24,302114.24,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,154,146,90876.84,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,261,79,249192.48,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Nexoral,54,41,26315.58,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,222,42,20961.79,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,95,72,48008.61,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Vexpro,113,68,122983.71,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Roventra,246,33,204446.43,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,201,163,226074.02,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,122,60,116957.99,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,145,92,124831.55,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,149,32,49274.13,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Roventra,241,11,111561.73,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,294,108,325067.52,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Nexoral,81,60,75974.37,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,53,15,34871.57,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Roventra,292,253,124128.95,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,79,22,65856.73,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,179,111,125876.6,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,77,24,26960.79,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,272,164,214352.12,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Roventra,275,250,316125.37,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Vexpro,266,57,244814.72,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Vexpro,55,48,24516.99,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Nexoral,163,79,176798.14,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,184,183,76449.17,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,110,95,114595.78,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,227,125,172175.0,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Roventra,74,63,23469.73,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Roventra,103,61,79974.75,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Vexpro,67,34,57848.85,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Nexoral,112,105,95988.23,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Roventra,279,152,183208.73,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Vexpro,239,96,172888.23,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,271,91,117743.59,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,63,26,21193.11,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,279,178,258225.53,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,34,19,19147.07,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Nexoral,81,59,21215.73,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,11,11,7168.78,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,261,210,198111.06,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,153,35,52886.11,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,210,172,99081.27,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,167,68,45891.62,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,251,63,130020.87,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,248,110,219319.42,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,74,33,86577.46,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Nexoral,236,173,109010.9,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,112,102,64715.43,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,179,17,20549.97,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,173,75,35131.26,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Nexoral,22,13,24273.93,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,214,130,29992.88,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Vexpro,214,191,239509.64,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,108,80,113641.96,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Roventra,288,169,91087.75,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Nexoral,156,47,103143.27,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,292,143,253524.86,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,288,11,40578.06,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Roventra,21,17,15699.1,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Vexpro,53,48,55846.32,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,62,23,52915.9,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Roventra,24,20,13967.3,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,241,240,281759.24,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,56,27,57678.27,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,266,155,218992.98,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,127,84,145297.51,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Roventra,20,12,22866.79,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,255,16,204288.94,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,48,28,19561.4,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,247,202,277076.55,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,115,14,65254.44,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,271,109,269679.64,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Roventra,106,80,28537.34,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Vexpro,107,24,92440.91,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Roventra,46,26,13038.48,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Vexpro,111,39,124167.67,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,244,114,198682.44,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,232,179,138336.97,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,249,128,135307.79,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,185,34,166831.86,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Roventra,115,101,13653.56,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Vexpro,92,78,41181.35,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,108,40,42499.26,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,208,65,224607.28,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,241,83,188637.43,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,277,96,165704.25,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,212,104,32602.25,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,152,31,13817.24,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Roventra,77,77,46017.76,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,218,129,170036.1,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,276,151,257680.8,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,265,227,111944.91,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,250,234,293778.07,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,122,15,59200.45,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,25,11,7932.15,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Nexoral,263,85,216372.9,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Roventra,292,172,252616.4,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,86,13,50768.94,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Roventra,151,80,179280.93,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Nexoral,81,28,77315.47,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Roventra,68,57,62352.76,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Nexoral,89,18,80578.84,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Nexoral,33,24,20821.9,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Vexpro,78,20,31693.15,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Nexoral,128,116,23918.91,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,95,72,54192.51,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Roventra,203,67,147017.11,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,24,20,20086.81,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Vexpro,193,24,52051.14,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,170,66,148798.12,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,116,59,39704.92,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,66,66,49083.82,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,260,152,219380.14,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,78,44,66052.0,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,38,24,13883.11,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Nexoral,36,23,38616.27,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,284,187,116630.52,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,119,46,109605.42,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,197,85,27195.66,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,41,35,19146.92,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,259,183,138238.63,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,239,94,255866.39,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,246,80,240277.09,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,281,196,117583.32,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Nexoral,147,26,72148.6,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Vexpro,237,62,161139.63,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Roventra,294,83,152310.2,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,30,18,5977.91,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,78,38,51017.6,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,27,12,15265.94,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,283,207,216842.29,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Nexoral,246,89,198404.04,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,39,28,32705.63,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,170,149,119474.08,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,39,28,11987.46,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Roventra,77,15,41868.13,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Nexoral,214,100,117417.32,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,155,43,108751.84,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,73,48,58658.92,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Roventra,94,30,88863.24,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,98,41,17188.39,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,168,135,32551.01,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,289,37,271279.37,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
