draw,nrmse,decomp_rssd,digital_contribution,digital_pct_error,pareto_efficient
1632,0.02799,0.23044,30.02,3.5,False
1425,0.02799,0.19124,17.44,-39.8,False
1505,0.02799,0.11607,27.45,-5.3,True
801,0.02799,0.17231,25.16,-13.2,False
2090,0.02799,0.17159,23.92,-17.5,False
621,0.02799,0.22654,17.91,-38.2,False
1489,0.02799,0.21821,18.29,-36.9,False
544,0.02799,0.12339,23.03,-20.6,False
653,0.028,0.20473,15.06,-48.0,False
1448,0.028,0.19482,14.35,-50.5,False
57,0.028,0.17605,31.59,9.0,False
1166,0.028,0.24673,6.47,-77.7,False
1197,0.028,0.20715,8.47,-70.8,False
2174,0.028,0.16977,29.56,2.0,False
2041,0.028,0.19447,24.91,-14.1,False
1110,0.028,0.21988,28.53,-1.6,False
1824,0.028,0.19716,12.98,-55.2,False
53,0.028,0.16735,23.59,-18.6,False
1664,0.028,0.19922,13.67,-52.8,False
1322,0.02801,0.25466,10.44,-64.0,False
220,0.02801,0.1878,28.1,-3.1,False
2173,0.02801,0.13907,32.06,10.6,False
2162,0.02801,0.17815,19.18,-33.8,False
534,0.02801,0.23531,10.59,-63.5,False
601,0.02801,0.24222,15.63,-46.1,False
766,0.02801,0.26878,12.16,-58.0,False
1243,0.02801,0.17114,23.09,-20.4,False
77,0.02801,0.23531,10.59,-63.5,False
1831,0.02801,0.25105,38.33,32.2,False
358,0.02801,0.23312,11.49,-60.4,False
478,0.02801,0.21358,30.75,6.1,False
1614,0.02801,0.2205,16.71,-42.4,False
1670,0.02801,0.21093,19.14,-34.0,False
1963,0.02801,0.14091,23.01,-20.6,False
1737,0.02801,0.2355,26.83,-7.4,False
1802,0.02802,0.14525,20.45,-29.5,False
880,0.02802,0.21623,18.27,-37.0,False
1827,0.02802,0.25742,6.34,-78.1,False
2289,0.02802,0.22747,19.77,-31.8,False
1868,0.02802,0.1563,25.45,-12.2,False
2137,0.02802,0.20973,17.51,-39.6,False
1928,0.02802,0.14525,20.45,-29.5,False
1153,0.02802,0.17682,16.86,-41.8,False
2152,0.02802,0.18128,27.59,-4.8,False
676,0.02802,0.18128,27.59,-4.8,False
1731,0.02802,0.20035,23.33,-19.5,False
321,0.02803,0.16185,21.37,-26.3,False
906,0.02803,0.19685,16.79,-42.1,False
2012,0.02803,0.21958,14.11,-51.3,False
222,0.02803,0.17223,21.6,-25.5,False
35,0.02803,0.18524,18.65,-35.7,False
2298,0.02803,0.23367,7.6,-73.8,False
428,0.02803,0.18248,32.07,10.6,False
2188,0.02803,0.15614,20.88,-28.0,False
221,0.02803,0.24826,16.9,-41.7,False
1380,0.02804,0.16263,29.13,0.5,False
1437,0.02804,0.20917,17.94,-38.1,False
884,0.02804,0.21966,24.54,-15.3,False
2113,0.02804,0.17741,31.11,7.3,False
1669,0.02804,0.16263,29.13,0.5,False
695,0.02804,0.23533,19.85,-31.5,False
737,0.02804,0.18865,21.29,-26.6,False
2129,0.02804,0.26024,16.26,-43.9,False
49,0.02804,0.2416,21.95,-24.3,False
780,0.02804,0.16153,34.29,18.3,False
60,0.02804,0.23253,8.05,-72.2,False
1959,0.02804,0.21362,28.06,-3.2,False
1896,0.02804,0.2138,14.98,-48.3,False
1414,0.02804,0.22402,18.45,-36.4,False
1562,0.02804,0.24397,35.25,21.6,False
371,0.02804,0.18649,32.31,11.5,False
1597,0.02804,0.17741,31.11,7.3,False
359,0.02804,0.17398,37.83,30.5,False
755,0.02805,0.16408,24.93,-14.0,False
759,0.02805,0.24121,14.66,-49.4,False
1189,0.02805,0.23533,7.84,-73.0,False
1916,0.02805,0.23571,23.23,-19.9,False
289,0.02805,0.20882,23.21,-19.9,False
1639,0.02805,0.25511,37.61,29.7,False
1544,0.02805,0.22293,12.38,-57.3,False
1436,0.02805,0.21596,21.32,-26.4,False
2206,0.02805,0.22293,12.38,-57.3,False
2248,0.02806,0.2382,14.95,-48.4,False
2011,0.02806,0.20685,25.34,-12.6,False
1293,0.02806,0.17224,18.39,-36.5,False
700,0.02806,0.20767,22.15,-23.6,False
2143,0.02806,0.18488,19.76,-31.8,False
1019,0.02806,0.15113,24.56,-15.3,False
2243,0.02806,0.20059,17.12,-40.9,False
2148,0.02806,0.24099,20.73,-28.5,False
211,0.02806,0.25899,9.57,-67.0,False
1431,0.02806,0.22124,21.89,-24.5,False
2255,0.02806,0.19189,19.7,-32.1,False
469,0.02806,0.2382,14.95,-48.4,False
2121,0.02806,0.15113,24.56,-15.3,False
178,0.02807,0.245,13.06,-55.0,False
1523,0.02807,0.14739,13.47,-53.5,False
2254,0.02807,0.14739,13.47,-53.5,False
1447,0.02807,0.23934,17.87,-38.4,False
2196,0.02807,0.24272,18.64,-35.7,False
901,0.02807,0.19565,26.5,-8.6,False
1183,0.02807,0.23727,25.75,-11.2,False
2100,0.02807,0.20192,16.31,-43.8,False
331,0.02807,0.14739,13.47,-53.5,False
996,0.02807,0.21606,17.45,-39.8,False
805,0.02808,0.2212,14.86,-48.7,False
945,0.02808,0.24989,39.14,35.0,False
1576,0.02808,0.17673,29.28,1.0,False
375,0.02808,0.23869,10.62,-63.4,False
1608,0.02808,0.12733,26.34,-9.2,False
1052,0.02808,0.2428,12.55,-56.7,False
1488,0.02808,0.18846,20.88,-28.0,False
1085,0.02808,0.21926,14.92,-48.5,False
1982,0.02808,0.17673,29.28,1.0,False
1704,0.02808,0.16475,26.73,-7.8,False
2277,0.02808,0.17673,29.28,1.0,False
657,0.02808,0.19395,17.23,-40.6,False
1496,0.02808,0.12733,26.34,-9.2,False
517,0.02808,0.21751,18.12,-37.5,False
2050,0.02808,0.21464,14.84,-48.8,False
1368,0.02808,0.19395,17.23,-40.6,False
2224,0.02808,0.17673,29.28,1.0,False
1420,0.02808,0.2338,7.39,-74.5,False
771,0.02808,0.18184,31.39,8.3,False
2202,0.02808,0.1557,21.25,-26.7,False
2230,0.02809,0.23115,27.97,-3.5,False
516,0.02809,0.17006,24.36,-16.0,False
980,0.02809,0.2092,19.11,-34.1,False
1558,0.02809,0.23119,28.47,-1.8,False
1221,0.02809,0.21982,9.7,-66.5,False
2123,0.02809,0.20465,22.29,-23.1,False
84,0.02809,0.28209,24.38,-15.9,False
2221,0.02809,0.17126,24.12,-16.8,False
574,0.02809,0.19899,22.79,-21.4,False
206,0.02809,0.25985,38.24,31.9,False
2119,0.0281,0.24082,10.88,-62.5,False
1164,0.0281,0.20329,22.75,-21.5,False
1929,0.0281,0.14507,20.01,-31.0,False
500,0.0281,0.1787,13.05,-55.0,False
691,0.0281,0.22646,15.65,-46.0,False
2015,0.0281,0.24277,35.16,21.3,False
1424,0.0281,0.14007,22.94,-20.9,False
1527,0.0281,0.19206,30.01,3.5,False
1307,0.0281,0.2091,9.47,-67.3,False
1401,0.0281,0.14513,16.36,-43.6,False
523,0.02811,0.21085,27.02,-6.8,False
1184,0.02811,0.23334,14.95,-48.4,False
1663,0.02811,0.24483,22.67,-21.8,False
1745,0.02811,0.20204,16.07,-44.6,False
2190,0.02811,0.21971,18.05,-37.7,False
1228,0.02811,0.23605,13.78,-52.5,False
704,0.02811,0.19612,24.01,-17.2,False
2372,0.02811,0.23605,13.78,-52.5,False
806,0.02811,0.20204,16.07,-44.6,False
1975,0.02812,0.24221,14.72,-49.2,False
1,0.02812,0.2485,35.95,24.0,False
760,0.02812,0.20509,27.08,-6.6,False
1133,0.02812,0.19643,20.37,-29.7,False
928,0.02812,0.20737,27.26,-6.0,False
490,0.02812,0.2079,13.83,-52.3,False
1254,0.02812,0.24457,11.4,-60.7,False
1206,0.02812,0.19598,32.75,13.0,False
1430,0.02812,0.21503,24.81,-14.4,False
2195,0.02812,0.19714,9.67,-66.6,False
914,0.02812,0.21503,24.81,-14.4,False
2114,0.02812,0.19643,20.37,-29.7,False
192,0.02812,0.20439,13.47,-53.5,False
1961,0.02812,0.22282,23.87,-17.7,False
2380,0.02812,0.21178,32.72,12.9,False
180,0.02813,0.20693,30.63,5.7,False
1635,0.02813,0.23191,26.23,-9.5,False
2089,0.02813,0.17607,15.81,-45.4,False
773,0.02813,0.22516,16.11,-44.4,False
391,0.02813,0.22175,21.2,-26.9,False
830,0.02813,0.20532,26.29,-9.3,False
343,0.02813,0.22234,11.44,-60.5,False
1043,0.02813,0.20993,17.25,-40.5,False
590,0.02813,0.20993,17.25,-40.5,False
1790,0.02813,0.19456,14.1,-51.4,False
116,0.02814,0.12949,30.12,3.9,False
1377,0.02814,0.20359,13.49,-53.5,False
674,0.02814,0.21922,12.12,-58.2,False
2072,0.02814,0.19815,13.93,-51.9,False
2355,0.02814,0.2358,33.76,16.5,False
317,0.02814,0.24374,24.54,-15.4,False
74,0.02815,0.23817,13.02,-55.1,False
770,0.02815,0.25412,11.44,-60.6,False
1526,0.02815,0.19839,16.53,-43.0,False
1538,0.02815,0.22938,20.47,-29.4,False
2241,0.02815,0.22949,18.89,-34.8,False
1724,0.02815,0.1972,21.16,-27.0,False
2194,0.02815,0.22177,9.6,-66.9,False
934,0.02815,0.18594,20.28,-30.1,False
2002,0.02815,0.20882,14.02,-51.6,False
2154,0.02815,0.22177,9.6,-66.9,False
1935,0.02815,0.19514,21.69,-25.2,False
587,0.02815,0.23817,13.02,-55.1,False
972,0.02815,0.19815,10.02,-65.4,False
2021,0.02815,0.20982,21.1,-27.2,False
1869,0.02815,0.18044,17.83,-38.5,False
2074,0.02815,0.20647,24.21,-16.5,False
2069,0.02815,0.18044,17.83,-38.5,False
410,0.02816,0.19407,28.91,-0.3,False
2218,0.02816,0.15144,20.28,-30.0,False
2217,0.02816,0.26503,19.42,-33.0,False
1902,0.02816,0.16008,25.81,-11.0,False
168,0.02816,0.26503,19.42,-33.0,False
1061,0.02816,0.21361,15.61,-46.2,False
1412,0.02816,0.14197,27.46,-5.3,False
1757,0.02816,0.20369,19.48,-32.8,False
1825,0.02816,0.2299,24.34,-16.0,False
2176,0.02816,0.14197,27.46,-5.3,False
2128,0.02816,0.21256,28.68,-1.1,False
342,0.02816,0.14575,31.93,10.1,False
967,0.02817,0.23049,24.56,-15.3,False
800,0.02817,0.27035,9.77,-66.3,False
2122,0.02817,0.23313,27.65,-4.6,False
1275,0.02817,0.21824,18.32,-36.8,False
1520,0.02817,0.21953,13.25,-54.3,False
1559,0.02817,0.22129,18.83,-35.0,False
1705,0.02817,0.20374,24.22,-16.4,False
392,0.02817,0.27165,14.73,-49.2,False
1466,0.02817,0.21547,23.75,-18.1,False
570,0.02817,0.1952,23.99,-17.3,False
999,0.02818,0.14296,23.01,-20.6,False
2186,0.02818,0.19313,21.67,-25.3,False
333,0.02818,0.17363,25.78,-11.1,False
1317,0.02818,0.16813,23.13,-20.2,False
1646,0.02818,0.23136,18.05,-37.7,False
1506,0.02818,0.19392,23.18,-20.0,False
613,0.02818,0.22129,22.73,-21.6,False
758,0.02818,0.25411,29.84,2.9,False
1977,0.02818,0.23296,16.02,-44.8,False
575,0.02818,0.23451,28.81,-0.6,False
1284,0.02819,0.1731,18.87,-34.9,False
727,0.02819,0.22851,29.17,0.6,False
1810,0.02819,0.22996,15.83,-45.4,False
107,0.02819,0.25512,8.84,-69.5,False
1046,0.02819,0.15547,29.98,3.4,False
445,0.02819,0.21733,46.24,59.5,False
28,0.02819,0.22851,29.17,0.6,False
134,0.02819,0.27155,6.31,-78.2,False
559,0.02819,0.20472,12.99,-55.2,False
1360,0.02819,0.2414,25.36,-12.5,False
2387,0.0282,0.21112,19.39,-33.1,False
1682,0.0282,0.16353,21.53,-25.7,False
142,0.0282,0.20586,9.63,-66.8,False
1835,0.02821,0.26315,11.52,-60.3,False
1838,0.02821,0.25223,5.68,-80.4,False
1744,0.02821,0.19615,11.06,-61.8,False
1719,0.02821,0.23534,14.96,-48.4,False
1540,0.02821,0.14839,17.99,-37.9,False
0,0.02821,0.16512,25.1,-13.4,False
506,0.02821,0.20609,21.88,-24.5,False
608,0.02821,0.16512,25.1,-13.4,False
569,0.02821,0.23122,7.64,-73.6,False
846,0.02821,0.19243,17.84,-38.5,False
519,0.02821,0.20033,28.88,-0.4,False
1008,0.02821,0.23282,36.41,25.6,False
417,0.02821,0.15636,24.75,-14.6,False
396,0.02821,0.23528,20.83,-28.2,False
1332,0.02821,0.23875,5.67,-80.4,False
330,0.02821,0.18186,18.16,-37.4,False
71,0.02821,0.201,11.36,-60.8,False
1088,0.02821,0.20033,28.88,-0.4,False
301,0.02821,0.23992,28.07,-3.2,False
1136,0.02822,0.18275,28.69,-1.0,False
598,0.02822,0.18917,19.11,-34.1,False
529,0.02822,0.23207,11.55,-60.2,False
1248,0.02822,0.15349,19.0,-34.5,False
1875,0.02822,0.1421,19.26,-33.6,False
1069,0.02822,0.24803,29.97,3.4,False
1747,0.02822,0.18994,10.98,-62.1,False
802,0.02822,0.18275,28.69,-1.0,False
987,0.02822,0.19587,9.99,-65.5,False
336,0.02822,0.21518,36.98,27.6,False
1359,0.02822,0.2163,20.6,-28.9,False
1792,0.02823,0.18998,20.02,-30.9,False
813,0.02823,0.23578,15.18,-47.6,False
1674,0.02823,0.20751,16.22,-44.0,False
1423,0.02823,0.18101,17.38,-40.1,False
857,0.02823,0.20751,16.22,-44.0,False
2239,0.02823,0.23182,28.29,-2.4,False
2237,0.02823,0.14993,36.57,26.2,False
2235,0.02823,0.23161,16.4,-43.4,False
2265,0.02823,0.19453,21.42,-26.1,False
612,0.02824,0.206,15.09,-48.0,False
1498,0.02824,0.17899,36.07,24.4,False
1047,0.02824,0.27512,4.71,-83.8,False
577,0.02824,0.22825,22.16,-23.6,False
1561,0.02824,0.24638,19.49,-32.8,False
1890,0.02824,0.1927,15.69,-45.9,False
1224,0.02824,0.24539,26.49,-8.6,False
983,0.02824,0.26172,25.81,-11.0,False
284,0.02824,0.22825,22.16,-23.6,False
1095,0.02824,0.19586,21.31,-26.5,False
94,0.02824,0.1954,12.47,-57.0,False
1367,0.02824,0.24638,19.49,-32.8,False
2180,0.02824,0.24508,19.18,-33.8,False
1433,0.02824,0.1801,20.26,-30.1,False
1956,0.02824,0.1954,12.47,-57.0,False
1984,0.02824,0.21207,13.82,-52.3,False
717,0.02824,0.23899,17.62,-39.2,False
786,0.02824,0.13772,35.19,21.4,False
1891,0.02824,0.19003,20.7,-28.6,False
277,0.02825,0.20501,28.48,-1.8,False
2052,0.02825,0.24651,35.42,22.2,False
1981,0.02825,0.20121,44.56,53.7,False
1454,0.02825,0.24069,26.97,-7.0,False
61,0.02825,0.25674,10.66,-63.2,False
935,0.02825,0.19878,18.6,-35.8,False
1319,0.02825,0.23559,27.21,-6.1,False
1422,0.02825,0.20121,44.56,53.7,False
1007,0.02825,0.1856,15.08,-48.0,False
13,0.02825,0.17549,22.15,-23.6,False
2329,0.02825,0.25674,10.66,-63.2,False
362,0.02825,0.17239,17.62,-39.2,False
957,0.02826,0.1584,20.8,-28.3,False
43,0.02826,0.22612,23.62,-18.5,False
1444,0.02826,0.22612,23.62,-18.5,False
171,0.02826,0.13025,30.69,5.9,False
1623,0.02826,0.21468,30.47,5.1,False
747,0.02826,0.15756,21.94,-24.3,False
340,0.02826,0.21313,15.19,-47.6,False
2285,0.02826,0.21879,12.57,-56.7,False
558,0.02826,0.17195,22.58,-22.1,False
1472,0.02826,0.1131,20.71,-28.6,True
1894,0.02826,0.20175,28.81,-0.6,False
625,0.02826,0.21879,12.57,-56.7,False
690,0.02826,0.22784,16.5,-43.1,False
1926,0.02826,0.18296,17.32,-40.2,False
451,0.02826,0.22094,30.6,5.5,False
946,0.02827,0.24924,10.53,-63.7,False
943,0.02827,0.1877,20.45,-29.4,False
1742,0.02827,0.20515,21.07,-27.3,False
886,0.02827,0.24101,13.21,-54.4,False
1534,0.02827,0.20973,23.5,-18.9,False
1793,0.02827,0.21101,14.56,-49.8,False
1182,0.02827,0.2431,20.41,-29.6,False
1124,0.02827,0.17545,17.7,-38.9,False
265,0.02827,0.2538,8.17,-71.8,False
2127,0.02827,0.26702,29.02,0.1,False
223,0.02827,0.24985,24.99,-13.8,False
870,0.02828,0.20696,27.32,-5.8,False
1666,0.02828,0.27484,14.09,-51.4,False
1805,0.02828,0.20527,22.25,-23.2,False
1343,0.02828,0.27484,14.09,-51.4,False
2223,0.02828,0.21878,15.83,-45.4,False
871,0.02828,0.19932,25.16,-13.2,False
2308,0.02828,0.22979,24.24,-16.4,False
2250,0.02828,0.21444,16.65,-42.6,False
105,0.02828,0.15647,30.66,5.8,False
1730,0.02828,0.19569,25.73,-11.3,False
545,0.02828,0.22156,38.06,31.3,False
1833,0.02828,0.26177,30.52,5.3,False
2120,0.02828,0.22723,11.08,-61.8,False
176,0.02828,0.19772,9.8,-66.2,False
2370,0.02828,0.13027,30.89,6.6,False
1055,0.02829,0.17097,26.05,-10.2,False
152,0.02829,0.21611,28.82,-0.6,False
1130,0.02829,0.19274,14.39,-50.4,False
185,0.02829,0.24974,35.25,21.6,False
1442,0.02829,0.23994,27.94,-3.6,False
1244,0.02829,0.21591,18.08,-37.6,False
1145,0.02829,0.20701,10.87,-62.5,False
1606,0.02829,0.16818,23.8,-17.9,False
1202,0.02829,0.18938,16.73,-42.3,False
2352,0.02829,0.24992,15.35,-47.0,False
76,0.02829,0.18938,16.73,-42.3,False
1905,0.02829,0.21559,18.45,-36.4,False
126,0.02829,0.23907,13.51,-53.4,False
655,0.02829,0.15992,30.62,5.6,False
62,0.02829,0.20747,26.11,-9.9,False
2006,0.02829,0.23907,13.51,-53.4,False
2099,0.0283,0.17959,18.54,-36.0,False
2047,0.0283,0.21817,10.53,-63.7,False
663,0.0283,0.20503,27.08,-6.6,False
173,0.0283,0.25097,23.68,-18.3,False
950,0.0283,0.24354,40.1,38.3,False
309,0.0283,0.21781,37.46,29.2,False
2057,0.0283,0.17959,18.54,-36.0,False
22,0.0283,0.16426,18.14,-37.4,False
1627,0.0283,0.21781,37.46,29.2,False
1799,0.0283,0.24268,7.9,-72.8,False
186,0.0283,0.2226,27.41,-5.5,False
1732,0.02831,0.14298,26.9,-7.2,False
460,0.02831,0.14298,26.9,-7.2,False
814,0.02831,0.14516,36.48,25.8,False
769,0.02831,0.19571,33.87,16.8,False
1005,0.02831,0.22298,24.72,-14.7,False
1175,0.02831,0.18231,19.27,-33.5,False
1453,0.02831,0.21945,17.71,-38.9,False
2398,0.02831,0.18014,13.04,-55.0,False
1710,0.02831,0.23444,33.48,15.5,False
740,0.02831,0.20804,13.16,-54.6,False
1126,0.02831,0.24959,14.66,-49.4,False
64,0.02831,0.1451,20.35,-29.8,False
148,0.02831,0.18726,20.19,-30.4,False
1467,0.02831,0.22638,17.02,-41.3,False
138,0.02831,0.23052,15.98,-44.9,False
733,0.02832,0.20265,13.56,-53.2,False
561,0.02832,0.21284,14.55,-49.8,False
1989,0.02832,0.17222,14.44,-50.2,False
2366,0.02832,0.20822,27.34,-5.7,False
2392,0.02832,0.15522,19.77,-31.8,False
1943,0.02832,0.21284,14.55,-49.8,False
2342,0.02832,0.23717,22.17,-23.5,False
1811,0.02832,0.21284,14.55,-49.8,False
2362,0.02832,0.23717,22.17,-23.5,False
293,0.02832,0.21912,23.8,-17.9,False
1535,0.02832,0.21229,13.64,-52.9,False
822,0.02833,0.21089,26.73,-7.8,False
2023,0.02833,0.20744,31.39,8.3,False
423,0.02833,0.25915,17.82,-38.5,False
2294,0.02833,0.24611,19.06,-34.3,False
485,0.02833,0.18632,18.34,-36.7,False
708,0.02833,0.24611,19.06,-34.3,False
339,0.02833,0.21343,22.7,-21.7,False
2149,0.02834,0.18425,27.86,-3.9,False
718,0.02834,0.22905,16.3,-43.8,False
1048,0.02834,0.20541,16.71,-42.4,False
578,0.02834,0.20215,30.43,5.0,False
253,0.02834,0.20039,11.49,-60.4,False
1072,0.02834,0.17278,31.23,7.7,False
1501,0.02834,0.23224,25.85,-10.8,False
1230,0.02834,0.20039,11.49,-60.4,False
2181,0.02834,0.13303,20.89,-27.9,False
2077,0.02834,0.1821,27.62,-4.7,False
122,0.02834,0.17278,31.23,7.7,False
765,0.02834,0.14809,19.6,-32.4,False
849,0.02834,0.14266,30.92,6.7,False
1259,0.02835,0.22502,22.41,-22.7,False
2036,0.02835,0.26484,7.21,-75.1,False
365,0.02835,0.19528,21.48,-25.9,False
853,0.02835,0.22741,12.01,-58.6,False
2279,0.02835,0.15963,23.87,-17.7,False
2369,0.02835,0.15963,23.87,-17.7,False
1550,0.02835,0.17167,15.37,-47.0,False
787,0.02835,0.238,10.14,-65.0,False
1200,0.02835,0.22502,22.41,-22.7,False
599,0.02836,0.17346,33.65,16.1,False
2083,0.02836,0.20925,29.88,3.1,False
1209,0.02836,0.20818,37.75,30.2,False
181,0.02836,0.20676,43.5,50.1,False
2144,0.02836,0.1648,24.86,-14.2,False
1154,0.02836,0.20527,21.71,-25.1,False
1717,0.02836,0.25434,16.32,-43.7,False
1282,0.02837,0.22958,18.16,-37.3,False
1781,0.02837,0.14056,25.51,-12.0,False
1691,0.02837,0.20286,28.19,-2.8,False
1818,0.02837,0.19022,22.24,-23.3,False
865,0.02837,0.22424,15.34,-47.1,False
792,0.02837,0.21999,21.65,-25.3,False
2249,0.02837,0.22273,13.57,-53.2,False
2059,0.02837,0.19022,22.24,-23.3,False
1198,0.02837,0.16997,19.07,-34.2,False
2007,0.02837,0.28715,4.75,-83.6,False
335,0.02837,0.14056,25.51,-12.0,False
1253,0.02838,0.1378,28.94,-0.2,False
448,0.02838,0.15354,31.2,7.6,False
2033,0.02838,0.23615,42.1,45.2,False
1365,0.02838,0.24198,29.75,2.6,False
1440,0.02838,0.17323,25.82,-10.9,False
75,0.02838,0.20962,23.19,-20.0,False
1567,0.02838,0.23886,18.72,-35.4,False
2371,0.02838,0.21045,23.69,-18.3,False
586,0.02839,0.28367,12.91,-55.5,False
2013,0.02839,0.21484,22.82,-21.3,False
2147,0.02839,0.27748,6.15,-78.8,False
811,0.02839,0.24384,5.02,-82.7,False
819,0.02839,0.246,20.13,-30.6,False
2131,0.02839,0.18988,17.81,-38.6,False
1445,0.02839,0.21484,22.82,-21.3,False
1278,0.02839,0.25119,14.8,-49.0,False
254,0.02839,0.20616,22.47,-22.5,False
829,0.0284,0.23376,25.04,-13.6,False
108,0.0284,0.15684,16.11,-44.4,False
2005,0.0284,0.22463,17.57,-39.4,False
2302,0.0284,0.26595,15.04,-48.1,False
495,0.0284,0.24699,43.18,48.9,False
2203,0.0284,0.25368,19.17,-33.9,False
1828,0.0284,0.27239,25.54,-11.9,False
1452,0.0284,0.18853,30.82,6.3,False
1504,0.0284,0.16895,12.62,-56.5,False
461,0.0284,0.16584,29.42,1.5,False
932,0.02841,0.23404,33.74,16.4,False
1766,0.02841,0.14449,21.91,-24.4,False
602,0.02841,0.17188,15.56,-46.3,False
1861,0.02841,0.21939,19.61,-32.3,False
2368,0.02841,0.24299,16.22,-44.0,False
1882,0.02841,0.22893,18.58,-35.9,False
902,0.02841,0.23404,33.74,16.4,False
322,0.02841,0.2256,20.96,-27.7,False
921,0.02841,0.23582,6.75,-76.7,False
1551,0.02842,0.26655,11.4,-60.7,False
2321,0.02842,0.26417,35.63,22.9,False
785,0.02842,0.22574,24.69,-14.8,False
1696,0.02842,0.17299,30.16,4.0,False
1725,0.02842,0.19633,21.37,-26.3,False
217,0.02842,0.18672,22.04,-24.0,False
1492,0.02842,0.20078,13.94,-51.9,False
1310,0.02842,0.19633,21.37,-26.3,False
2179,0.02842,0.19247,18.89,-34.8,False
2175,0.02842,0.1252,30.7,5.9,False
511,0.02843,0.17401,26.49,-8.6,False
202,0.02843,0.26179,39.48,36.2,False
1852,0.02843,0.11184,23.36,-19.4,True
2324,0.02843,0.16119,30.39,4.8,False
1726,0.02843,0.23534,9.23,-68.2,False
1519,0.02843,0.26179,39.48,36.2,False
1829,0.02843,0.20888,9.75,-66.4,False
1207,0.02843,0.23534,9.23,-68.2,False
837,0.02843,0.22581,22.16,-23.6,False
623,0.02843,0.2238,11.89,-59.0,False
415,0.02843,0.21384,17.96,-38.1,False
1812,0.02843,0.16289,14.26,-50.8,False
1908,0.02843,0.26179,39.48,36.2,False
498,0.02843,0.22326,20.86,-28.0,False
722,0.02843,0.22581,22.16,-23.6,False
2278,0.02843,0.26179,39.48,36.2,False
1063,0.02843,0.19865,18.58,-35.9,False
1967,0.02843,0.16139,25.71,-11.3,False
555,0.02843,0.25344,18.07,-37.7,False
2043,0.02843,0.19599,31.64,9.1,False
1351,0.02843,0.17983,24.45,-15.7,False
1764,0.02844,0.20138,14.28,-50.7,False
102,0.02844,0.20138,14.28,-50.7,False
459,0.02844,0.18342,29.11,0.4,False
2082,0.02844,0.17873,35.45,22.3,False
533,0.02844,0.1841,30.41,4.9,False
1353,0.02844,0.23616,17.93,-38.2,False
1760,0.02844,0.2111,13.77,-52.5,False
971,0.02844,0.22827,21.66,-25.3,False
1179,0.02844,0.14952,33.84,16.7,False
2251,0.02844,0.14952,33.84,16.7,False
1034,0.02844,0.14952,33.84,16.7,False
1274,0.02844,0.1841,30.41,4.9,False
1949,0.02844,0.21043,40.27,38.9,False
2309,0.02845,0.15609,14.42,-50.2,False
1873,0.02845,0.16368,24.56,-15.3,False
1628,0.02845,0.19949,25.73,-11.2,False
2310,0.02845,0.2783,4.57,-84.2,False
1283,0.02846,0.21945,14.06,-51.5,False
1771,0.02846,0.22202,26.01,-10.3,False
975,0.02846,0.24803,23.88,-17.6,False
1778,0.02846,0.1709,18.73,-35.4,False
1385,0.02846,0.19317,21.18,-26.9,False
1208,0.02846,0.26363,5.6,-80.7,False
360,0.02846,0.22827,21.18,-26.9,False
1906,0.02846,0.1879,10.98,-62.1,False
1979,0.02846,0.2313,10.22,-64.7,False
1883,0.02846,0.21945,14.06,-51.5,False
1378,0.02846,0.18012,24.23,-16.4,False
2332,0.02846,0.22158,24.61,-15.1,False
541,0.02846,0.16707,20.78,-28.3,False
2124,0.02846,0.19317,21.18,-26.9,False
344,0.02847,0.20454,33.77,16.5,False
261,0.02847,0.24618,6.9,-76.2,False
2389,0.02847,0.24234,21.87,-24.6,False
2199,0.02847,0.18681,10.25,-64.6,False
908,0.02847,0.22009,25.65,-11.5,False
1791,0.02847,0.23437,14.64,-49.5,False
2394,0.02847,0.23714,27.77,-4.2,False
1914,0.02847,0.22985,14.72,-49.2,False
1860,0.02847,0.274,6.26,-78.4,False
947,0.02847,0.16235,27.77,-4.2,False
1347,0.02847,0.22874,9.89,-65.9,False
382,0.02847,0.22669,10.34,-64.3,False
1181,0.02847,0.22009,25.65,-11.5,False
1379,0.02847,0.22874,9.89,-65.9,False
1218,0.02847,0.18887,9.79,-66.2,False
304,0.02848,0.20475,21.86,-24.6,False
1844,0.02848,0.23736,16.51,-43.0,False
1568,0.02848,0.20504,11.31,-61.0,False
922,0.02848,0.20181,23.41,-19.3,False
617,0.02848,0.16381,29.6,2.1,False
2171,0.02848,0.22898,14.79,-49.0,False
764,0.02848,0.21869,25.55,-11.9,False
348,0.02848,0.19579,16.25,-44.0,False
157,0.02848,0.20937,17.58,-39.3,False
754,0.02848,0.22289,20.86,-28.0,False
1879,0.02848,0.20504,11.31,-61.0,False
1375,0.02849,0.20195,26.75,-7.7,False
707,0.02849,0.21403,22.5,-22.4,False
1955,0.02849,0.19869,20.51,-29.2,False
177,0.02849,0.13235,25.45,-12.2,False
1031,0.02849,0.27088,9.41,-67.5,False
1044,0.0285,0.14938,32.63,12.5,False
2034,0.0285,0.26083,38.16,31.6,False
1277,0.0285,0.23643,23.48,-19.0,False
2135,0.0285,0.21276,22.15,-23.6,False
2293,0.0285,0.25151,26.38,-9.0,False
2344,0.0285,0.2565,28.85,-0.5,False
1324,0.02851,0.20265,32.64,12.6,False
1616,0.02851,0.16573,34.24,18.1,False
41,0.02851,0.20305,17.23,-40.6,False
