prscrbr_npi,prscrbr_last_org_name,prscrbr_first_name,prscrbr_city,prscrbr_state_abrvtn,prscrbr_type,drug_name,generic_name,drug_class,tot_clms,tot_benes,tot_day_suply,tot_drug_cst,year
9000000265,Provider_HCP0265,Synthetic,MI City,MI,Family Practice,Vexpro,vexpro,Competitor B,78,69,2340,38366.72,2024
9000000266,Provider_HCP0266,Synthetic,FL City,FL,Rheumatology,Nexoral,nexoral,Competitor A,208,134,18304,166001.7,2024
9000000266,Provider_HCP0266,Synthetic,FL City,FL,Rheumatology,Vexpro,vexpro,Competitor B,241,28,17834,69308.67,2024
9000000267,Provider_HCP0267,Synthetic,WA City,WA,Endocrinology,Vexpro,vexpro,Competitor B,299,194,24518,60308.52,2024
9000000267,Provider_HCP0267,Synthetic,WA City,WA,Endocrinology,Nexoral,nexoral,Competitor A,273,24,10101,302114.24,2024
9000000268,Provider_HCP0268,Synthetic,IL City,IL,Family Practice,Vexpro,vexpro,Competitor B,154,146,13552,90876.84,2024
9000000268,Provider_HCP0268,Synthetic,IL City,IL,Family Practice,Nexoral,nexoral,Competitor A,261,79,12006,249192.48,2024
9000000269,Provider_HCP0269,Synthetic,WA City,WA,Rheumatology,Nexoral,nexoral,Competitor A,54,41,4374,26315.58,2024
9000000270,Provider_HCP0270,Synthetic,FL City,FL,Oncology/Hematology,Roventra,roventra,Launch product,222,42,7770,20961.79,2024
9000000271,Provider_HCP0271,Synthetic,AZ City,AZ,Oncology/Hematology,Roventra,roventra,Launch product,95,72,8170,48008.61,2024
9000000272,Provider_HCP0272,Synthetic,TX City,TX,Cardiology,Vexpro,vexpro,Competitor B,113,68,8814,122983.71,2024
9000000273,Provider_HCP0273,Synthetic,FL City,FL,Family Practice,Roventra,roventra,Launch product,246,33,22140,204446.43,2024
9000000273,Provider_HCP0273,Synthetic,FL City,FL,Family Practice,Vexpro,vexpro,Competitor B,201,163,11658,226074.02,2024
9000000274,Provider_HCP0274,Synthetic,GA City,GA,Oncology/Hematology,Roventra,roventra,Launch product,122,60,9516,116957.99,2024
9000000275,Provider_HCP0275,Synthetic,FL City,FL,Oncology/Hematology,Roventra,roventra,Launch product,145,92,12615,124831.55,2024
9000000275,Provider_HCP0275,Synthetic,FL City,FL,Oncology/Hematology,Vexpro,vexpro,Competitor B,149,32,13112,49274.13,2024
9000000276,Provider_HCP0276,Synthetic,WA City,WA,Pulmonology,Roventra,roventra,Launch product,241,11,9640,111561.73,2024
9000000276,Provider_HCP0276,Synthetic,WA City,WA,Pulmonology,Vexpro,vexpro,Competitor B,294,108,17052,325067.52,2024
9000000277,Provider_HCP0277,Synthetic,OH City,OH,Cardiology,Nexoral,nexoral,Competitor A,81,60,6642,75974.37,2024
9000000278,Provider_HCP0278,Synthetic,TX City,TX,Family Practice,Vexpro,vexpro,Competitor B,53,15,2226,34871.57,2024
9000000279,Provider_HCP0279,Synthetic,MI City,MI,Endocrinology,Roventra,roventra,Launch product,292,253,23068,124128.95,2024
9000000279,Provider_HCP0279,Synthetic,MI City,MI,Endocrinology,Nexoral,nexoral,Competitor A,79,22,2765,65856.73,2024
9000000280,Provider_HCP0280,Synthetic,NJ City,NJ,Endocrinology,Nexoral,nexoral,Competitor A,179,111,5907,125876.6,2024
9000000281,Provider_HCP0281,Synthetic,OH City,OH,Oncology/Hematology,Vexpro,vexpro,Competitor B,77,24,6237,26960.79,2024
9000000281,Provider_HCP0281,Synthetic,OH City,OH,Oncology/Hematology,Roventra,roventra,Launch product,272,164,24480,214352.12,2024
9000000282,Provider_HCP0282,Synthetic,PA City,PA,Endocrinology,Roventra,roventra,Launch product,275,250,20075,316125.37,2024
9000000282,Provider_HCP0282,Synthetic,PA City,PA,Endocrinology,Vexpro,vexpro,Competitor B,266,57,22610,244814.72,2024
9000000283,Provider_HCP0283,Synthetic,NY City,NY,Rheumatology,Vexpro,vexpro,Competitor B,55,48,4675,24516.99,2024
9000000283,Provider_HCP0283,Synthetic,NY City,NY,Rheumatology,Nexoral,nexoral,Competitor A,163,79,7009,176798.14,2024
9000000284,Provider_HCP0284,Synthetic,FL City,FL,Oncology/Hematology,Nexoral,nexoral,Competitor A,184,183,12328,76449.17,2024
9000000284,Provider_HCP0284,Synthetic,FL City,FL,Oncology/Hematology,Vexpro,vexpro,Competitor B,110,95,5500,114595.78,2024
9000000285,Provider_HCP0285,Synthetic,NY City,NY,Family Practice,Vexpro,vexpro,Competitor B,227,125,9534,172175.0,2024
9000000285,Provider_HCP0285,Synthetic,NY City,NY,Family Practice,Roventra,roventra,Launch product,74,63,4144,23469.73,2024
9000000286,Provider_HCP0286,Synthetic,IL City,IL,Cardiology,Roventra,roventra,Launch product,103,61,6695,79974.75,2024
9000000286,Provider_HCP0286,Synthetic,IL City,IL,Cardiology,Vexpro,vexpro,Competitor B,67,34,2412,57848.85,2024
9000000287,Provider_HCP0287,Synthetic,PA City,PA,Cardiology,Nexoral,nexoral,Competitor A,112,105,5936,95988.23,2024
9000000288,Provider_HCP0288,Synthetic,NJ City,NJ,Family Practice,Roventra,roventra,Launch product,279,152,13671,183208.73,2024
9000000289,Provider_HCP0289,Synthetic,OH City,OH,Endocrinology,Vexpro,vexpro,Competitor B,239,96,21510,172888.23,2024
9000000289,Provider_HCP0289,Synthetic,OH City,OH,Endocrinology,Nexoral,nexoral,Competitor A,271,91,11111,117743.59,2024
9000000290,Provider_HCP0290,Synthetic,PA City,PA,Oncology/Hematology,Vexpro,vexpro,Competitor B,63,26,4725,21193.11,2024
9000000290,Provider_HCP0290,Synthetic,PA City,PA,Oncology/Hematology,Nexoral,nexoral,Competitor A,279,178,23715,258225.53,2024
9000000291,Provider_HCP0291,Synthetic,MI City,MI,Pulmonology,Vexpro,vexpro,Competitor B,34,19,1972,19147.07,2024
9000000291,Provider_HCP0291,Synthetic,MI City,MI,Pulmonology,Nexoral,nexoral,Competitor A,81,59,3402,21215.73,2024
9000000292,Provider_HCP0292,Synthetic,MI City,MI,Oncology/Hematology,Nexoral,nexoral,Competitor A,11,11,418,7168.78,2024
9000000292,Provider_HCP0292,Synthetic,MI City,MI,Oncology/Hematology,Vexpro,vexpro,Competitor B,261,210,14877,198111.06,2024
9000000293,Provider_HCP0293,Synthetic,WA City,WA,Family Practice,Nexoral,nexoral,Competitor A,153,35,12240,52886.11,2024
9000000293,Provider_HCP0293,Synthetic,WA City,WA,Family Practice,Vexpro,vexpro,Competitor B,210,172,6300,99081.27,2024
9000000294,Provider_HCP0294,Synthetic,WA City,WA,Family Practice,Nexoral,nexoral,Competitor A,167,68,10354,45891.62,2024
9000000294,Provider_HCP0294,Synthetic,WA City,WA,Family Practice,Vexpro,vexpro,Competitor B,251,63,16064,130020.87,2024
9000000295,Provider_HCP0295,Synthetic,OH City,OH,Oncology/Hematology,Roventra,roventra,Launch product,248,110,22320,219319.42,2024
9000000296,Provider_HCP0296,Synthetic,CA City,CA,Family Practice,Vexpro,vexpro,Competitor B,74,33,4736,86577.46,2024
9000000297,Provider_HCP0297,Synthetic,TX City,TX,Pulmonology,Nexoral,nexoral,Competitor A,236,173,6608,109010.9,2024
9000000298,Provider_HCP0298,Synthetic,PA City,PA,Family Practice,Vexpro,vexpro,Competitor B,112,102,5376,64715.43,2024
9000000299,Provider_HCP0299,Synthetic,AZ City,AZ,Pulmonology,Vexpro,vexpro,Competitor B,179,17,9666,20549.97,2024
9000000300,Provider_HCP0300,Synthetic,CA City,CA,Pulmonology,Vexpro,vexpro,Competitor B,173,75,5017,35131.26,2024
9000000301,Provider_HCP0301,Synthetic,WA City,WA,Pulmonology,Nexoral,nexoral,Competitor A,22,13,1452,24273.93,2024
9000000301,Provider_HCP0301,Synthetic,WA City,WA,Pulmonology,Vexpro,vexpro,Competitor B,214,130,11128,29992.88,2024
9000000302,Provider_HCP0302,Synthetic,GA City,GA,Endocrinology,Vexpro,vexpro,Competitor B,214,191,17762,239509.64,2024
9000000302,Provider_HCP0302,Synthetic,GA City,GA,Endocrinology,Nexoral,nexoral,Competitor A,108,80,8532,113641.96,2024
9000000303,Provider_HCP0303,Synthetic,WA City,WA,Rheumatology,Roventra,roventra,Launch product,288,169,9504,91087.75,2024
9000000303,Provider_HCP0303,Synthetic,WA City,WA,Rheumatology,Nexoral,nexoral,Competitor A,156,47,5772,103143.27,2024
9000000304,Provider_HCP0304,Synthetic,PA City,PA,Oncology/Hematology,Roventra,roventra,Launch product,292,143,25404,253524.86,2024
9000000304,Provider_HCP0304,Synthetic,PA City,PA,Oncology/Hematology,Nexoral,nexoral,Competitor A,288,11,16992,40578.06,2024
9000000305,Provider_HCP0305,Synthetic,GA City,GA,Cardiology,Roventra,roventra,Launch product,21,17,945,15699.1,2024
9000000305,Provider_HCP0305,Synthetic,GA City,GA,Cardiology,Vexpro,vexpro,Competitor B,53,48,3922,55846.32,2024
9000000306,Provider_HCP0306,Synthetic,NY City,NY,Family Practice,Vexpro,vexpro,Competitor B,62,23,5394,52915.9,2024
9000000306,Provider_HCP0306,Synthetic,NY City,NY,Family Practice,Roventra,roventra,Launch product,24,20,744,13967.3,2024
9000000307,Provider_HCP0307,Synthetic,PA City,PA,Family Practice,Vexpro,vexpro,Competitor B,241,240,14219,281759.24,2024
9000000308,Provider_HCP0308,Synthetic,WA City,WA,Pulmonology,Vexpro,vexpro,Competitor B,56,27,3864,57678.27,2024
9000000309,Provider_HCP0309,Synthetic,IL City,IL,Family Practice,Vexpro,vexpro,Competitor B,266,155,9576,218992.98,2024
9000000309,Provider_HCP0309,Synthetic,IL City,IL,Family Practice,Nexoral,nexoral,Competitor A,127,84,10160,145297.51,2024
9000000310,Provider_HCP0310,Synthetic,GA City,GA,Family Practice,Roventra,roventra,Launch product,20,12,1220,22866.79,2024
9000000310,Provider_HCP0310,Synthetic,GA City,GA,Family Practice,Nexoral,nexoral,Competitor A,255,16,22695,204288.94,2024
9000000311,Provider_HCP0311,Synthetic,NY City,NY,Oncology/Hematology,Roventra,roventra,Launch product,48,28,3312,19561.4,2024
9000000311,Provider_HCP0311,Synthetic,NY City,NY,Oncology/Hematology,Nexoral,nexoral,Competitor A,247,202,14820,277076.55,2024
9000000312,Provider_HCP0312,Synthetic,NJ City,NJ,Pulmonology,Vexpro,vexpro,Competitor B,115,14,10005,65254.44,2024
9000000313,Provider_HCP0313,Synthetic,GA City,GA,Family Practice,Vexpro,vexpro,Competitor B,271,109,23306,269679.64,2024
9000000313,Provider_HCP0313,Synthetic,GA City,GA,Family Practice,Roventra,roventra,Launch product,106,80,7314,28537.34,2024
9000000314,Provider_HCP0314,Synthetic,WA City,WA,Cardiology,Vexpro,vexpro,Competitor B,107,24,5029,92440.91,2024
9000000314,Provider_HCP0314,Synthetic,WA City,WA,Cardiology,Roventra,roventra,Launch product,46,26,3174,13038.48,2024
9000000315,Provider_HCP0315,Synthetic,OH City,OH,Cardiology,Vexpro,vexpro,Competitor B,111,39,3108,124167.67,2024
9000000316,Provider_HCP0316,Synthetic,NY City,NY,Oncology/Hematology,Nexoral,nexoral,Competitor A,244,114,17812,198682.44,2024
9000000316,Provider_HCP0316,Synthetic,NY City,NY,Oncology/Hematology,Vexpro,vexpro,Competitor B,232,179,16704,138336.97,2024
9000000317,Provider_HCP0317,Synthetic,FL City,FL,Oncology/Hematology,Roventra,roventra,Launch product,249,128,12699,135307.79,2024
9000000317,Provider_HCP0317,Synthetic,FL City,FL,Oncology/Hematology,Nexoral,nexoral,Competitor A,185,34,10360,166831.86,2024
9000000318,Provider_HCP0318,Synthetic,PA City,PA,Endocrinology,Roventra,roventra,Launch product,115,101,7015,13653.56,2024
9000000318,Provider_HCP0318,Synthetic,PA City,PA,Endocrinology,Vexpro,vexpro,Competitor B,92,78,7728,41181.35,2024
9000000319,Provider_HCP0319,Synthetic,FL City,FL,Oncology/Hematology,Vexpro,vexpro,Competitor B,108,40,6588,42499.26,2024
9000000320,Provider_HCP0320,Synthetic,WA City,WA,Oncology/Hematology,Nexoral,nexoral,Competitor A,208,65,17056,224607.28,2024
9000000320,Provider_HCP0320,Synthetic,WA City,WA,Oncology/Hematology,Vexpro,vexpro,Competitor B,241,83,20967,188637.43,2024
9000000321,Provider_HCP0321,Synthetic,OH City,OH,Oncology/Hematology,Nexoral,nexoral,Competitor A,277,96,14404,165704.25,2024
9000000322,Provider_HCP0322,Synthetic,GA City,GA,Oncology/Hematology,Vexpro,vexpro,Competitor B,212,104,8268,32602.25,2024
9000000322,Provider_HCP0322,Synthetic,GA City,GA,Oncology/Hematology,Nexoral,nexoral,Competitor A,152,31,4712,13817.24,2024
9000000323,Provider_HCP0323,Synthetic,WA City,WA,Pulmonology,Roventra,roventra,Launch product,77,77,4004,46017.76,2024
9000000324,Provider_HCP0324,Synthetic,WA City,WA,Oncology/Hematology,Roventra,roventra,Launch product,218,129,15914,170036.1,2024
9000000324,Provider_HCP0324,Synthetic,WA City,WA,Oncology/Hematology,Vexpro,vexpro,Competitor B,276,151,22356,257680.8,2024
9000000325,Provider_HCP0325,Synthetic,MI City,MI,Oncology/Hematology,Nexoral,nexoral,Competitor A,265,227,14045,111944.91,2024
9000000326,Provider_HCP0326,Synthetic,IL City,IL,Family Practice,Nexoral,nexoral,Competitor A,250,234,22500,293778.07,2024
9000000327,Provider_HCP0327,Synthetic,IL City,IL,Oncology/Hematology,Nexoral,nexoral,Competitor A,122,15,6954,59200.45,2024
9000000328,Provider_HCP0328,Synthetic,WA City,WA,Pulmonology,Vexpro,vexpro,Competitor B,25,11,775,7932.15,2024
9000000328,Provider_HCP0328,Synthetic,WA City,WA,Pulmonology,Nexoral,nexoral,Competitor A,263,85,12098,216372.9,2024
9000000329,Provider_HCP0329,Synthetic,GA City,GA,Family Practice,Roventra,roventra,Launch product,292,172,14308,252616.4,2024
9000000329,Provider_HCP0329,Synthetic,GA City,GA,Family Practice,Nexoral,nexoral,Competitor A,86,13,4816,50768.94,2024
9000000330,Provider_HCP0330,Synthetic,NJ City,NJ,Pulmonology,Roventra,roventra,Launch product,151,80,10872,179280.93,2024
9000000330,Provider_HCP0330,Synthetic,NJ City,NJ,Pulmonology,Nexoral,nexoral,Competitor A,81,28,6237,77315.47,2024
9000000331,Provider_HCP0331,Synthetic,MI City,MI,Rheumatology,Roventra,roventra,Launch product,68,57,4964,62352.76,2024
9000000331,Provider_HCP0331,Synthetic,MI City,MI,Rheumatology,Nexoral,nexoral,Competitor A,89,18,2670,80578.84,2024
9000000332,Provider_HCP0332,Synthetic,FL City,FL,Pulmonology,Nexoral,nexoral,Competitor A,33,24,2706,20821.9,2024
9000000333,Provider_HCP0333,Synthetic,NJ City,NJ,Rheumatology,Vexpro,vexpro,Competitor B,78,20,6708,31693.15,2024
9000000334,Provider_HCP0334,Synthetic,FL City,FL,Rheumatology,Nexoral,nexoral,Competitor A,128,116,9088,23918.91,2024
9000000335,Provider_HCP0335,Synthetic,IL City,IL,Oncology/Hematology,Roventra,roventra,Launch product,95,72,5985,54192.51,2024
9000000336,Provider_HCP0336,Synthetic,OH City,OH,Endocrinology,Roventra,roventra,Launch product,203,67,16037,147017.11,2024
9000000336,Provider_HCP0336,Synthetic,OH City,OH,Endocrinology,Nexoral,nexoral,Competitor A,24,20,1704,20086.81,2024
9000000336,Provider_HCP0336,Synthetic,OH City,OH,Endocrinology,Vexpro,vexpro,Competitor B,193,24,11387,52051.14,2024
9000000337,Provider_HCP0337,Synthetic,FL City,FL,Oncology/Hematology,Nexoral,nexoral,Competitor A,170,66,13430,148798.12,2024
9000000338,Provider_HCP0338,Synthetic,PA City,PA,Oncology/Hematology,Roventra,roventra,Launch product,116,59,5336,39704.92,2024
9000000339,Provider_HCP0339,Synthetic,FL City,FL,Oncology/Hematology,Vexpro,vexpro,Competitor B,66,66,2178,49083.82,2024
9000000339,Provider_HCP0339,Synthetic,FL City,FL,Oncology/Hematology,Nexoral,nexoral,Competitor A,260,152,11960,219380.14,2024
9000000340,Provider_HCP0340,Synthetic,AZ City,AZ,Family Practice,Vexpro,vexpro,Competitor B,78,44,3510,66052.0,2024
9000000340,Provider_HCP0340,Synthetic,AZ City,AZ,Family Practice,Nexoral,nexoral,Competitor A,38,24,1140,13883.11,2024
9000000341,Provider_HCP0341,Synthetic,GA City,GA,Pulmonology,Nexoral,nexoral,Competitor A,36,23,1836,38616.27,2024
9000000342,Provider_HCP0342,Synthetic,TX City,TX,Family Practice,Nexoral,nexoral,Competitor A,284,187,11076,116630.52,2024
9000000343,Provider_HCP0343,Synthetic,CA City,CA,Oncology/Hematology,Roventra,roventra,Launch product,119,46,5474,109605.42,2024
9000000343,Provider_HCP0343,Synthetic,CA City,CA,Oncology/Hematology,Vexpro,vexpro,Competitor B,197,85,9850,27195.66,2024
9000000344,Provider_HCP0344,Synthetic,IL City,IL,Oncology/Hematology,Vexpro,vexpro,Competitor B,41,35,1968,19146.92,2024
9000000345,Provider_HCP0345,Synthetic,GA City,GA,Oncology/Hematology,Roventra,roventra,Launch product,259,183,20461,138238.63,2024
9000000345,Provider_HCP0345,Synthetic,GA City,GA,Oncology/Hematology,Vexpro,vexpro,Competitor B,239,94,19837,255866.39,2024
9000000345,Provider_HCP0345,Synthetic,GA City,GA,Oncology/Hematology,Nexoral,nexoral,Competitor A,246,80,22140,240277.09,2024
9000000346,Provider_HCP0346,Synthetic,TX City,TX,Family Practice,Vexpro,vexpro,Competitor B,281,196,12083,117583.32,2024
9000000347,Provider_HCP0347,Synthetic,NY City,NY,Rheumatology,Nexoral,nexoral,Competitor A,147,26,7497,72148.6,2024
9000000347,Provider_HCP0347,Synthetic,NY City,NY,Rheumatology,Vexpro,vexpro,Competitor B,237,62,11376,161139.63,2024
9000000347,Provider_HCP0347,Synthetic,NY City,NY,Rheumatology,Roventra,roventra,Launch product,294,83,26460,152310.2,2024
9000000348,Provider_HCP0348,Synthetic,GA City,GA,Oncology/Hematology,Vexpro,vexpro,Competitor B,30,18,1740,5977.91,2024
9000000349,Provider_HCP0349,Synthetic,OH City,OH,Oncology/Hematology,Nexoral,nexoral,Competitor A,78,38,2418,51017.6,2024
9000000350,Provider_HCP0350,Synthetic,OH City,OH,Oncology/Hematology,Vexpro,vexpro,Competitor B,27,12,891,15265.94,2024
9000000350,Provider_HCP0350,Synthetic,OH City,OH,Oncology/Hematology,Nexoral,nexoral,Competitor A,283,207,23206,216842.29,2024
9000000351,Provider_HCP0351,Synthetic,NY City,NY,Pulmonology,Nexoral,nexoral,Competitor A,246,89,15252,198404.04,2024
9000000352,Provider_HCP0352,Synthetic,MI City,MI,Oncology/Hematology,Vexpro,vexpro,Competitor B,39,28,2964,32705.63,2024
9000000352,Provider_HCP0352,Synthetic,MI City,MI,Oncology/Hematology,Nexoral,nexoral,Competitor A,170,149,13770,119474.08,2024
9000000353,Provider_HCP0353,Synthetic,NY City,NY,Family Practice,Nexoral,nexoral,Competitor A,39,28,3315,11987.46,2024
9000000354,Provider_HCP0354,Synthetic,NY City,NY,Pulmonology,Roventra,roventra,Launch product,77,15,5621,41868.13,2024
9000000354,Provider_HCP0354,Synthetic,NY City,NY,Pulmonology,Nexoral,nexoral,Competitor A,214,100,14766,117417.32,2024
9000000355,Provider_HCP0355,Synthetic,NY City,NY,Family Practice,Nexoral,nexoral,Competitor A,155,43,11005,108751.84,2024
9000000356,Provider_HCP0356,Synthetic,NY City,NY,Family Practice,Nexoral,nexoral,Competitor A,73,48,4672,58658.92,2024
9000000356,Provider_HCP0356,Synthetic,NY City,NY,Family Practice,Roventra,roventra,Launch product,94,30,7520,88863.24,2024
9000000357,Provider_HCP0357,Synthetic,GA City,GA,Oncology/Hematology,Vexpro,vexpro,Competitor B,98,41,3920,17188.39,2024
9000000357,Provider_HCP0357,Synthetic,GA City,GA,Oncology/Hematology,Roventra,roventra,Launch product,168,135,14448,32551.01,2024
9000000358,Provider_HCP0358,Synthetic,TX City,TX,Endocrinology,Nexoral,nexoral,Competitor A,289,37,21386,271279.37,2024
9000000358,Provider_HCP0358,Synthetic,TX City,TX,Endocrinology,Vexpro,vexpro,Competitor B,191,88,16235,174654.59,2024
9000000359,Provider_HCP0359,Synthetic,IL City,IL,Cardiology,Nexoral,nexoral,Competitor A,95,77,3230,70979.76,2024
9000000359,Provider_HCP0359,Synthetic,IL City,IL,Cardiology,Vexpro,vexpro,Competitor B,268,94,19296,139288.71,2024
9000000359,Provider_HCP0359,Synthetic,IL City,IL,Cardiology,Roventra,roventra,Launch product,86,46,6794,66238.7,2024
9000000360,Provider_HCP0360,Synthetic,CA City,CA,Endocrinology,Vexpro,vexpro,Competitor B,45,20,1755,47833.01,2024
9000000360,Provider_HCP0360,Synthetic,CA City,CA,Endocrinology,Nexoral,nexoral,Competitor A,23,14,1104,11426.56,2024
9000000361,Provider_HCP0361,Synthetic,MI City,MI,Rheumatology,Vexpro,vexpro,Competitor B,293,80,14064,151731.88,2024
9000000362,Provider_HCP0362,Synthetic,NJ City,NJ,Family Practice,Nexoral,nexoral,Competitor A,117,13,8658,138125.05,2024
9000000363,Provider_HCP0363,Synthetic,OH City,OH,Endocrinology,Vexpro,vexpro,Competitor B,53,24,2650,17576.82,2024
9000000364,Provider_HCP0364,Synthetic,MI City,MI,Endocrinology,Vexpro,vexpro,Competitor B,251,95,15813,67526.94,2024
9000000365,Provider_HCP0365,Synthetic,GA City,GA,Rheumatology,Vexpro,vexpro,Competitor B,94,46,7050,64371.13,2024
9000000365,Provider_HCP0365,Synthetic,GA City,GA,Rheumatology,Nexoral,nexoral,Competitor A,284,96,14484,47508.95,2024
9000000366,Provider_HCP0366,Synthetic,WA City,WA,Endocrinology,Nexoral,nexoral,Competitor A,127,42,7747,37390.44,2024
9000000366,Provider_HCP0366,Synthetic,WA City,WA,Endocrinology,Vexpro,vexpro,Competitor B,238,52,17136,231015.64,2024
9000000367,Provider_HCP0367,Synthetic,IL City,IL,Family Practice,Nexoral,nexoral,Competitor A,178,109,10680,87275.69,2024
9000000368,Provider_HCP0368,Synthetic,WA City,WA,Pulmonology,Vexpro,vexpro,Competitor B,135,28,6615,35293.74,2024
9000000369,Provider_HCP0369,Synthetic,PA City,PA,Oncology/Hematology,Nexoral,nexoral,Competitor A,300,179,14700,101147.76,2024
9000000369,Provider_HCP0369,Synthetic,PA City,PA,Oncology/Hematology,Vexpro,vexpro,Competitor B,64,15,2048,17856.1,2024
9000000369,Provider_HCP0369,Synthetic,PA City,PA,Oncology/Hematology,Roventra,roventra,Launch product,82,68,7298,88954.84,2024
9000000370,Provider_HCP0370,Synthetic,GA City,GA,Cardiology,Nexoral,nexoral,Competitor A,104,77,7072,120884.45,2024
9000000370,Provider_HCP0370,Synthetic,GA City,GA,Cardiology,Vexpro,vexpro,Competitor B,200,101,10400,62830.79,2024
9000000370,Provider_HCP0370,Synthetic,GA City,GA,Cardiology,Roventra,roventra,Launch product,260,118,8580,253419.83,2024
9000000371,Provider_HCP0371,Synthetic,NY City,NY,Endocrinology,Nexoral,nexoral,Competitor A,246,45,7626,88209.07,2024
9000000372,Provider_HCP0372,Synthetic,MI City,MI,Cardiology,Nexoral,nexoral,Competitor A,226,122,7458,162917.02,2024
9000000372,Provider_HCP0372,Synthetic,MI City,MI,Cardiology,Vexpro,vexpro,Competitor B,104,76,4264,20654.24,2024
9000000373,Provider_HCP0373,Synthetic,MI City,MI,Pulmonology,Nexoral,nexoral,Competitor A,267,77,21093,293877.74,2024
9000000374,Provider_HCP0374,Synthetic,WA City,WA,Endocrinology,Vexpro,vexpro,Competitor B,143,18,11154,89820.61,2024
9000000375,Provider_HCP0375,Synthetic,IL City,IL,Endocrinology,Nexoral,nexoral,Competitor A,136,39,4896,103921.22,2024
9000000375,Provider_HCP0375,Synthetic,IL City,IL,Endocrinology,Roventra,roventra,Launch product,97,21,3880,39907.35,2024
9000000376,Provider_HCP0376,Synthetic,AZ City,AZ,Endocrinology,Nexoral,nexoral,Competitor A,182,54,8918,174228.48,2024
9000000377,Provider_HCP0377,Synthetic,IL City,IL,Cardiology,Nexoral,nexoral,Competitor A,177,174,10266,169483.31,2024
9000000377,Provider_HCP0377,Synthetic,IL City,IL,Cardiology,Vexpro,vexpro,Competitor B,148,68,6216,109956.13,2024
9000000378,Provider_HCP0378,Synthetic,IL City,IL,Oncology/Hematology,Nexoral,nexoral,Competitor A,95,57,7980,65245.15,2024
9000000379,Provider_HCP0379,Synthetic,OH City,OH,Rheumatology,Vexpro,vexpro,Competitor B,268,98,22780,64081.27,2024
9000000379,Provider_HCP0379,Synthetic,OH City,OH,Rheumatology,Roventra,roventra,Launch product,196,190,8428,168906.51,2024
9000000380,Provider_HCP0380,Synthetic,NJ City,NJ,Oncology/Hematology,Nexoral,nexoral,Competitor A,235,103,13395,104348.11,2024
9000000381,Provider_HCP0381,Synthetic,WA City,WA,Endocrinology,Vexpro,vexpro,Competitor B,159,24,10494,90419.86,2024
9000000381,Provider_HCP0381,Synthetic,WA City,WA,Endocrinology,Nexoral,nexoral,Competitor A,137,29,4110,29478.67,2024
9000000382,Provider_HCP0382,Synthetic,NY City,NY,Family Practice,Nexoral,nexoral,Competitor A,270,21,19980,224581.07,2024
9000000383,Provider_HCP0383,Synthetic,WA City,WA,Oncology/Hematology,Roventra,roventra,Launch product,80,49,2960,46298.6,2024
9000000383,Provider_HCP0383,Synthetic,WA City,WA,Oncology/Hematology,Vexpro,vexpro,Competitor B,151,57,4379,16260.14,2024
9000000384,Provider_HCP0384,Synthetic,OH City,OH,Family Practice,Vexpro,vexpro,Competitor B,102,32,4692,97726.13,2024
9000000384,Provider_HCP0384,Synthetic,OH City,OH,Family Practice,Roventra,roventra,Launch product,211,136,15192,115733.92,2024
9000000385,Provider_HCP0385,Synthetic,IL City,IL,Cardiology,Vexpro,vexpro,Competitor B,75,60,4275,31970.92,2024
9000000385,Provider_HCP0385,Synthetic,IL City,IL,Cardiology,Nexoral,nexoral,Competitor A,54,45,2538,16380.29,2024
9000000386,Provider_HCP0386,Synthetic,CA City,CA,Rheumatology,Nexoral,nexoral,Competitor A,58,51,3074,39307.0,2024
9000000387,Provider_HCP0387,Synthetic,TX City,TX,Rheumatology,Vexpro,vexpro,Competitor B,177,49,12390,59762.37,2024
9000000388,Provider_HCP0388,Synthetic,AZ City,AZ,Cardiology,Vexpro,vexpro,Competitor B,83,12,2822,81373.46,2024
9000000389,Provider_HCP0389,Synthetic,AZ City,AZ,Cardiology,Nexoral,nexoral,Competitor A,146,140,4380,136360.68,2024
9000000390,Provider_HCP0390,Synthetic,PA City,PA,Cardiology,Vexpro,vexpro,Competitor B,287,246,20664,183845.28,2024
9000000391,Provider_HCP0391,Synthetic,AZ City,AZ,Oncology/Hematology,Vexpro,vexpro,Competitor B,108,87,9396,66176.12,2024
9000000392,Provider_HCP0392,Synthetic,NJ City,NJ,Cardiology,Nexoral,nexoral,Competitor A,246,79,11808,35404.28,2024
9000000393,Provider_HCP0393,Synthetic,IL City,IL,Rheumatology,Nexoral,nexoral,Competitor A,266,99,18620,22612.67,2024
9000000393,Provider_HCP0393,Synthetic,IL City,IL,Rheumatology,Roventra,roventra,Launch product,258,70,18060,268942.3,2024
9000000394,Provider_HCP0394,Synthetic,PA City,PA,Rheumatology,Nexoral,nexoral,Competitor A,116,18,3712,41372.77,2024
9000000394,Provider_HCP0394,Synthetic,PA City,PA,Rheumatology,Vexpro,vexpro,Competitor B,236,229,12980,257076.13,2024
9000000395,Provider_HCP0395,Synthetic,OH City,OH,Oncology/Hematology,Nexoral,nexoral,Competitor A,120,27,3720,33066.39,2024
9000000396,Provider_HCP0396,Synthetic,CA City,CA,Family Practice,Roventra,roventra,Launch product,189,153,9828,138509.12,2024
9000000396,Provider_HCP0396,Synthetic,CA City,CA,Family Practice,Vexpro,vexpro,Competitor B,175,109,9625,51021.83,2024
